,0
331,1997
332,1997
333,1997
334,1997
335,1997
336,1997
337,1997
338,1997
339,1997
340,1997
341,1997
342,1997
343,1997
344,1997
345,1997
346,1997
347,1998
348,1998
349,1998
350,1998
351,1997
352,1998
353,1998
354,1998
355,1994
356,1975
357,1997
358,1997
359,1997
360,1997
361,1998
362,1995
363,1995
364,1995
365,1995
366,1995
367,1996
368,1996
369,1996
370,1995
371,1995
372,1995
373,1995
374,1995
375,1994
376,1994
377,1994
378,1995
379,1994
380,1994
381,1994
382,1994
383,1994
384,1994
385,1993
386,1993
387,1994
388,1994
389,1993
390,1993
391,1993
392,1993
393,1994
394,1993
395,1994
396,1993
397,1993
398,1993
399,1994
400,1995
401,1990
402,1989
403,1940
404,1996
405,1996
406,1996
407,1995
408,1996
409,1996
410,1996
411,1996
412,1996
413,1982
414,1975
415,1957
416,1961
417,1950
418,1964
419,1951
420,1996
421,1996
422,1982
423,1996
424,1992
425,1986
426,1962
427,1971
428,1951
429,1933
430,1986
431,1940
432,1989
433,1956
434,1969
435,1981
436,1992
437,1983
438,1993
439,1982
440,1979
441,1990
442,1963
443,1958
444,1945
445,1976
446,1976
447,1976
448,1979
449,1989
450,1978
451,1978
452,1983
453,1996
454,1996
455,1997
456,1997
457,1995
458,1995
459,1995
460,1995
461,1992
462,1994
463,1994
464,1994
465,1992
466,1993
467,1993
468,1993
469,1993
470,1996
471,1996
472,1996
473,1963
474,1996
475,1996
476,1996
477,1940
478,1958
479,1959
480,1960
481,1959
482,1942
483,1941
484,1964
485,1954
486,1953
487,1950
488,1946
489,1955
490,1938
491,1955
492,1934
493,1940
494,1956
495,1946
496,1938
497,1951
498,1958
499,1996
500,1941
501,1971
502,1972
503,1967
504,1954
505,1955
506,1951
507,1996
508,1989
509,1954
510,1962
511,1987
512,1949
513,1977
514,1981
515,1983
516,1979
517,1990
518,1948
519,1963
520,1978
521,1986
522,1967
523,1940
524,1946
525,1959
526,1982
527,1984
528,1985
529,1975
530,1996
531,1996
532,1996
533,1997
534,1997
535,1996
536,1991
537,1997
538,1997
539,1995
540,1995
541,1995
542,1995
543,1995
544,1995
545,1996
546,1995
547,1994
548,1995
549,1995
550,1995
551,1995
552,1995
553,1995
554,1995
555,1995
556,1994
557,1994
558,1994
559,1995
560,1994
561,1995
562,1995
563,1995
564,1995
565,1994
566,1994
567,1994
568,1994
569,1994
570,1993
571,1994
572,1993
573,1993
574,1994
575,1993
576,1993
577,1993
578,1993
579,1995
580,1993
581,1993
582,1993
583,1993
584,1993
585,1994
586,1993
587,1991
588,1969
589,1996
590,1996
591,1995
592,1993
593,1995
594,1996
595,1996
596,1996
597,1996
598,1993
599,1996
600,1943
601,1951
602,1954
603,1934
604,1944
605,1950
606,1940
607,1945
608,1950
609,1958
610,1944
611,1937
612,1936
613,1956
614,1935
615,1968
616,1930
617,1955
618,1996
619,1996
620,1955
621,1960
622,1994
623,1945
624,1963
625,1949
626,1991
627,1996
628,1982
629,1965
630,1992
631,1982
632,1938
633,1996
634,1980
635,1981
636,1981
637,1982
638,1979
639,1989
640,1957
641,1990
642,1994
643,1988
644,1990
645,1969
646,1985
647,1952
648,1984
649,1957
650,1989
651,1990
652,1958
653,1974
654,1986
655,1931
656,1962
657,1990
658,1944
659,1991
660,1952
661,1980
662,1979
663,1984
664,1992
665,1974
666,1977
667,1981
668,1991
669,1993
670,1935
671,1992
672,1962
673,1982
674,1922
675,1996
676,1996
677,1997
678,1981
679,1997
680,1997
681,1997
682,1997
683,1993
684,1996
685,1993
686,1997
687,1997
688,1997
689,1997
690,1998
691,1995
692,1995
693,1995
694,1995
695,1996
696,1995
697,1994
698,1994
699,1995
700,1993
701,1994
702,1994
703,1993
704,1952
705,1996
706,1991
707,1989
708,1992
709,1985
710,1996
711,1987
712,1995
713,1995
714,1995
715,1995
716,1996
717,1995
718,1994
719,1995
720,1995
721,1995
722,1995
723,1995
724,1994
725,1995
726,1994
727,1994
728,1994
729,1994
730,1994
731,1993
732,1994
733,1993
734,1993
735,1993
736,1994
737,1994
738,1990
739,1996
740,1995
741,1996
742,1996
743,1996
744,1972
745,1985
746,1993
747,1997
748,1997
749,1997
750,1997
751,1998
752,1994
753,1997
754,1995
755,1995
756,1995
757,1996
758,1995
759,1995
760,1995
761,1996
762,1996
763,1996
764,1992
765,1995
766,1995
767,1995
768,1995
769,1995
770,1995
771,1995
772,1994
773,1995
774,1995
775,1995
776,1995
777,1995
778,1994
779,1994
780,1995
781,1994
782,1994
783,1993
784,1994
785,1995
786,1995
787,1994
788,1995
789,1995
790,1995
791,1994
792,1994
793,1994
794,1994
795,1994
796,1994
797,1995
798,1995
799,1995
800,1994
801,1993
802,1993
803,1994
804,1993
805,1993
806,1993
807,1993
808,1993
809,1994
810,1993
811,1994
812,1995
813,1994
814,1996
815,1995
816,1995
817,1996
818,1996
819,1996
820,1996
821,1968
822,1996
823,1996
824,1996
825,1996
826,1996
827,1996
828,1996
829,1995
830,1996
831,1996
832,1996
833,1995
834,1934
835,1939
836,1941
837,1987
838,1995
839,1996
840,1996
841,1960
842,1959
843,1996
844,1996
845,1996
846,1996
847,1944
848,1990
849,1996
850,1966
851,1996
852,1992
853,1987
854,1981
855,1991
856,1995
857,1996
858,1986
859,1987
860,1986
861,1996
862,1970
863,1996
864,1997
865,1996
866,1996
867,1996
868,1997
869,1997
870,1997
871,1997
872,1997
873,1997
874,1997
875,1997
876,1997
877,1997
878,1997
879,1997
880,1997
881,1997
882,1997
883,1997
884,1998
885,1997
886,1997
887,1997
888,1997
889,1997
890,1997
891,1997
892,1997
893,1997
894,1997
895,1997
896,1995
897,1997
898,1997
899,1997
900,1997
901,1998
902,1997
903,1997
904,1998
905,1997
906,1998
907,1998
908,1998
909,1997
910,1998
911,1998
912,1997
913,1998
914,1998
915,1998
916,1998
917,1998
918,1995
919,1995
920,1993
921,1995
922,1991
923,1996
924,1996
925,1996
926,1995
927,1996
928,1996
929,1996
930,1996
931,1996
932,1996
933,1996
934,1997
935,1996
936,1997
937,1997
938,1995
939,1994
940,1994
941,1993
942,1994
943,1994
944,1963
945,1981
946,1988
947,1997
948,1995
949,1995
950,1995
951,1995
952,1995
953,1995
954,1995
955,1994
956,1992
957,1994
958,1993
959,1993
960,1993
961,1993
962,1993
963,1995
964,1957
965,1957
966,1936
967,1949
968,1968
969,1991
970,1991
971,1992
972,1995
973,1996
974,1996
975,1996
976,1996
977,1996
978,1996
979,1996
980,1997
981,1996
982,1996
983,1997
984,1997
985,1997
986,1997
987,1997
988,1997
989,1997
990,1997
991,1996
992,1997
993,1997
994,1997
995,1995
996,1995
997,1994
998,1994
999,1994
1000,1996
1001,1997
1002,1997
1003,1993
1004,1991
1005,1991
1006,1996
1007,1996
1008,1996
1009,1996
1010,1996
1011,1997
1012,1997
1013,1997
1014,1997
1015,1997
1016,1996
1017,1990
1018,1989
1019,1944
1020,1963
1021,1997
1022,1997
1023,1997
1024,1997
1025,1997
1026,1995
1027,1995
1028,1995
1029,1993
1030,1994
1031,1994
1032,1996
1033,1996
1034,1993
1035,1991
1036,1982
1037,1997
1038,1996
1039,1996
1040,1995
1041,1995
1042,1995
1043,1994
1044,1993
1045,1993
1046,1996
1047,1996
1048,1996
1049,1947
1050,1996
1051,1995
1052,1995
1053,1996
1054,1994
1055,1992
1056,1996
1057,1994
1058,1996
1059,1996
1060,1996
1061,1997
1062,1995
1063,1947
1064,1983
1065,1995
1066,1996
1067,1995
1068,1994
1069,1995
1070,1995
1071,1995
1072,1994
1073,1994
1074,1994
1075,1994
1076,1994
1077,1988
1078,1996
1079,1994
1080,1996
1081,1996
1082,1996
1083,1995
1084,1996
1085,1995
1086,1995
1087,1997
1088,1997
1089,1993
1090,1977
1091,1996
1092,1995
1093,1996
1094,1996
1095,1997
1096,1995
1097,1996
1098,1994
1099,1994
1100,1993
1101,1996
1102,1990
1103,1992
1104,1998
1105,1998
1106,1995
1107,1995
1108,1994
1109,1995
1110,1994
1111,1994
1112,1994
1113,1996
1114,1996
1115,1940
1116,1996
1117,1978
1118,1987
1119,1996
1120,1964
1121,1939
1122,1954
1123,1932
1124,1961
1125,1958
1126,1998
1127,1995
1128,1994
1129,1994
1130,1995
1131,1996
1132,1975
1133,1996
1134,1991
1135,1996
1136,1996
1137,1997
1138,1995
1139,1994
1140,1993
1141,1996
1142,1996
1143,1996
1144,1994
1145,1993
1146,1995
1147,1994
1148,1971
1149,1996
1150,1996
1151,1996
1152,1993
1153,1965
1154,1995
1155,1995
1156,1997
1157,1995
1158,1979
1159,1997
1160,1996
1161,1996
1162,1996
1163,1997
1164,1996
1165,1993
1166,1994
1167,1993
1168,1994
1169,1994
1170,1994
1171,1939
1172,1997
1173,1996
1174,1997
1175,1997
1176,1996
1177,1994
1178,1995
1179,1994
1180,1994
1181,1994
1182,1994
1183,1994
1184,1994
1185,1994
1186,1975
1187,1990
1188,1997
1189,1997
1190,1998
1191,1993
1192,1994
1193,1994
1194,1993
1195,1992
1196,1996
1197,1960
1198,1994
1199,1950
1200,1996
1201,1994
1202,1935
1203,1942
1204,1996
1205,1993
1206,1995
1207,1995
1208,1994
1209,1995
1210,1994
1211,1993
1212,1993
1213,1976
1214,1996
1215,1996
1216,1995
1217,1995
1218,1995
1219,1995
1220,1994
1221,1993
1222,1993
1223,1994
1224,1995
1225,1997
1226,1995
1227,1995
1228,1995
1229,1994
1230,1990
1231,1991
1232,1996
1233,1998
1234,1994
1235,1997
1236,1996
1237,1996
1238,1995
1239,1995
1240,1996
1241,1991
1242,1997
1243,1997
1244,1997
1245,1995
1246,1994
1247,1994
1248,1993
1249,1995
1250,1996
1251,1963
1252,1995
1253,1997
1254,1996
1255,1997
1256,1997
1257,1997
1258,1995
1259,1995
1260,1995
1261,1996
1262,1996
1263,1994
1264,1997
1265,1973
1266,1995
1267,1992
1268,1957
1269,1993
1270,1994
1271,1994
1272,1994
1273,1993
1274,1994
1275,1996
1276,1996
1277,1997
1278,1997
1279,1997
1280,1996
1281,1995
1282,1997
1283,1996
1284,1994
1285,1937
1286,1996
1287,1995
1288,1995
1289,1994
1290,1996
1291,1997
1292,1997
1293,1997
1294,1997
1295,1996
1296,1994
1297,1953
1298,1941
1299,1997
1300,1981
1301,1996
1302,1994
1303,1996
1304,1995
1305,1994
1306,1994
1307,1994
1308,1974
1309,1945
1310,1995
1311,1996
1312,1998
1313,1994
1314,1997
1315,1998
1316,1995
1317,1995
1318,1995
1319,1995
1320,1996
1321,1993
1322,1994
1323,1994
1324,1996
1325,1996
1326,1994
1327,1994
1328,1994
1329,1994
1330,1995
1331,1993
1332,1994
1333,1994
1334,1996
1335,1996
1336,1996
1337,1995
1338,1993
1339,1995
1340,1992
1341,1995
1342,1995
1343,1993
1344,1994
1345,1992
1346,1958
1347,1990
1348,1993
1349,1949
1350,1996
1351,1976
1352,1994
1353,1992
1354,1996
1355,1996
1356,1994
1357,1996
1358,1996
1359,1994
1360,1996
1361,1996
1362,1996
1363,1996
1364,1993
1365,1994
1366,1994
1367,1994
1368,1950
1369,1994
1370,1994
1371,1994
1372,1971
1373,1980
1374,1993
1375,1997
1376,1996
1377,1997
1378,1996
1379,1996
1380,1996
1381,1965
1382,1997
1383,1996
1384,1997
1385,1992
1386,1997
1387,1996
1388,1996
1389,1995
1390,1996
1391,1997
1392,1997
1393,1997
1394,1998
1395,1995
1396,1934
1397,1996
1398,1997
1399,1995
1400,1993
1401,1993
1402,1994
1403,1987
1404,1997
1405,1995
1406,1994
1407,1995
1408,1994
1409,1993
1410,1968
1411,1995
1412,1994
1413,1995
1414,1994
1415,1994
1416,1992
1417,1993
1418,1994
1419,1998
1420,1993
1421,1993
1422,1995
1423,1994
1424,1994
1425,1996
1426,1995
1427,1997
1428,1998
1429,1997
1430,1997
1431,1998
1432,1998
1433,1997
1434,1995
1435,1993
1436,1994
1437,1995
1438,1994
1439,1994
1440,1995
1441,1995
1442,1994
1443,1965
1444,1994
1445,1995
1446,1993
1447,1993
1448,1955
1449,1947
1450,1940
1451,1943
1452,1946
1453,1947
1454,1943
1455,1954
1456,1996
1457,1937
1458,1995
1459,1995
1460,1935
1461,1996
1462,1997
1463,1995
1464,1995
1465,1995
1466,1993
1467,1995
1468,1995
1469,1995
1470,1995
1471,1993
1472,1939
1473,1994
1474,1993
1475,1948
1476,1997
1477,1995
1478,1995
1479,1974
1480,1994
1481,1995
1482,1998
1483,1994
1484,1994
1485,1995
1486,1993
1487,1993
1488,1994
1489,1993
1490,1995
1491,1994
1492,1995
1493,1994
1494,1995
1495,1996
1496,1996
1497,1995
1498,1994
1499,1996
1500,1996
1501,1994
1502,1995
1503,1994
1504,1995
1505,1995
1506,1996
1507,1995
1508,1994
1509,1996
1510,1996
1511,1959
1512,1997
1513,1997
1514,1995
1515,1994
1516,1996
1517,1995
1518,1995
1519,1995
1520,1993
1521,1994
1522,1994
1523,1993
1524,1998
1525,1985
1526,1998
1527,1997
1528,1995
1529,1995
1530,1995
1531,1994
1532,1993
1533,1997
1534,1994
1535,1994
1536,1996
1537,1997
1538,1993
1539,1995
1540,1994
1541,1926
1542,1996
1543,1995
1544,1995
1545,1988
1546,1995
1547,1995
1548,1995
1549,1995
1550,1994
1551,1995
1552,1995
1553,1994
1554,1993
1555,1995
1556,1994
1557,1956
1558,1994
1559,1981
1560,1994
1561,1993
1562,1994
1563,1991
1564,1992
1565,1943
1566,1992
1567,1992
1568,1987
1569,1992
1570,1973
1571,1982
1572,1968
1573,1995
1574,1990
1575,1987
1576,1956
1577,1967
1578,1988
1579,1933
1580,1950
1581,1947
1582,1986
1583,1946
1584,1990
1585,1992
1586,1958
1587,1996
1588,1996
1589,1995
1590,1995
1591,1998
1592,1991
1593,1998
1594,1994
1595,1995
1596,1992
1597,1997
1598,1995
1599,1994
1600,1997
1601,1998
1602,1995
1603,1948
1604,1996
1605,1997
1606,1998
1607,1997
1608,1997
1609,1997
1610,1996
1611,1996
1612,1995
1613,1958
1614,1997
1615,1995
1616,1997
1617,1990
1618,1996
1619,1997
1620,1995
1621,1993
1622,1995
1623,1998
1624,1997
1625,1994
1626,1995
1627,1994
1628,1995
1629,1994
1630,1993
1631,1995
1632,1994
1633,1994
1634,1986
1635,1995
1636,1996
1637,1996
1638,1996
1639,1996
1640,1995
1641,1996
1642,1995
1643,1996
1644,1998
1645,1997
1646,1997
1647,1997
1648,1997
1649,1998
1650,1997
1651,1996
1652,1996
1653,1998
1654,1994
1655,1998
1656,1995
1657,1996
1658,1996
1659,1995
1660,1994
1661,1995
1662,1995
1663,1997
1664,1997
1665,1996
1666,1995
1667,1996
1668,1996
1669,1998
1670,1996
1671,1993
1672,1995
1673,1962
1674,1996
1675,1996
1676,1995
1677,1997
1678,1998
1679,1998
1680,1994
1681,1991
